date,TweetId,Tweet,created_at,geo,place,coordinates,location
2020-12-16  02:07,1338973295257870338,"@kayleighmcenany @realDonaldTrump @seanhannity You have nerve EVER pretending that you're genuine.

""McEnany did so… https://t.co/Gwg5ZE558r",2020-12-15 22:24:45,,,,West of Eden
2020-12-16  02:07,1338973293248962567,RT @MasonCEHD: An autographed game ball &amp; a sideline jacket worn by @GeorgeMasonU sport management grad Callie Brownson from the @Browns-Ja…,2020-12-15 22:24:44,,,,"Fairfax, Virginia"
2020-12-16  02:07,1338973292431089665,"RT @trboxing: Congratulations to @andreward on his upcoming 2021 induction into the @BoxingHall!

Andre built an impeccable résumé in the r…",2020-12-15 22:24:44,,,,"Manchester, England"
2020-12-16  02:07,1338973287066578949,RT @BBCSport: Former Tottenham defender Jan Vertonghen says he felt the effects of a concussion he sustained playing for Spurs for the foll…,2020-12-15 22:24:43,,,,Amager-Hvidovre hospital
2020-12-16  02:07,1338973279973830657,@ProjectLincoln Democracy is not a spectator sport as well,2020-12-15 22:24:41,,,,
2020-12-16  02:07,1338973276496867328,RT @captaintommoore: Tomorrow is Rainbow Laces Day and as Captain of the #Lionhearts I am proud to show off my #RainbowLaces to show that i…,2020-12-15 22:24:40,,,,
2020-12-16  02:07,1338973270557782016,I know a lot of people don’t like Dillon danis but as community we need to come together to support him from the fu… https://t.co/H26FzIYy1T,2020-12-15 22:24:39,,,,
2020-12-16  02:07,1338973257408528385,"“I make no apology but I don’t walk away from the letters and questions some of you asked.”

Hawthorn president Jef… https://t.co/bhRJqdAJ7z",2020-12-15 22:24:36,,,,"Herald Sun, Melbourne"
2020-12-16  02:07,1338973252203397120,.@NRL great @SamBurgess8 has been pictured with a new lady as he prepares to continue his high-profile court battle… https://t.co/9L91FO0Klf,2020-12-15 22:24:34,,,,"Queensland, Australia"
2020-12-16  02:07,1338973243571654657,"Real Sociedad ""feels like a Champions League draw"" 🤔 #mufc https://t.co/7CHdYVBBeH",2020-12-15 22:24:32,,,,Gateway state
2020-12-16  02:07,1338973242296569856,"RT @GeeMacGee: Gary Rowett: ""I wouldn’t say a complete performance but a polished one - we limited a good Bristol City to virtually nothing…",2020-12-15 22:24:32,,,,"Bristol, England"
2020-12-16  02:07,1338973235380170753,"RT @pompeylive: Pompey fans have taken to social media to express their views on the Blues’ goalless draw with Fleetwood.

https://t.co/c52…",2020-12-15 22:24:30,,,,"England, United Kingdom"
2020-12-16  02:07,1338973234751004673,"RT @CoachC1: 'Task repetitions should be as physiologically, psychologically, and biomechanically similar to the sport performance criteria…",2020-12-15 22:24:30,,,,"Leeds, UK"
2020-12-16  02:07,1338973232343486468,"RT @FEI_Global: Rest in Peace, Moorlands Totilas. ❤️

Thank you for the records broken, memories made &amp; the history your hoofbeats created.…",2020-12-15 22:24:30,,,,"Málaga, Andalucía"
2020-12-16  02:07,1338973230527234048,This has been a huge and important piece of work for Sport NZ and the sector as a whole. We can and must do better… https://t.co/C8XnLAOVaN,2020-12-15 22:24:29,,,,New Zealand
2020-12-16  02:07,1338973218325975041,.@NRL great @SamBurgess8 has been pictured with a new lady as he prepares to continue his high-profile court battle… https://t.co/l7kY71d1tT,2020-12-15 22:24:26,,,,Sydney
2020-12-16  02:07,1338973197044051969,Ghana's Jonathan Mensah on leading Columbus Crew to glory after dark days https://t.co/5NpwF0nu0T,2020-12-15 22:24:21,,,,"Accra, Ghana"
2020-12-16  02:07,1338973195106443265,@realDonaldTrump-take a lesson from your sport. At the Masters each year the past champion greets the new one in Bu… https://t.co/4gx1Tvj29d,2020-12-15 22:24:21,,,,"East Lansing, MI"
2020-12-16  02:07,1338973189351886848,RT @BBC_Mani: I really enjoyed writing this about a match between USA and Iran from 2000. A great bunch of like-minded guys got together to…,2020-12-15 22:24:19,,,,"Miramar, FL"
2020-12-16  02:07,1338973188873723911,@Tneeesh define influence. michael literally changed the world in that he vastly expanded global attention to the N… https://t.co/P68LVSIocZ,2020-12-15 22:24:19,,,,
2020-12-16  02:07,1338973180212498436,@PrimeTime2912 @aliyuyy123 @sidlowe Goodness what a soulless way of looking at sport. The moments of grace and beau… https://t.co/GqpyPbvrcA,2020-12-15 22:24:17,,,,"Leeds, England. "
2020-12-16  02:07,1338973172490772481,"RT @Nag_GGO: Respect The Art
#ArtBreedsCreativity
#WingzUp
@HEAVENRAZAH @RenaissanceHrmi @realhellrazah @HRMIGGO

Designed by #Diamondz for…",2020-12-15 22:24:15,,,,UNITED HOODS OF AMERIKKKA 
2020-12-16  02:07,1338973167906402304,"@7vik_13 @MaxWinebach God damn it they’re studio/regular listening headphones, not sport headphones",2020-12-15 22:24:14,,,,
2020-12-16  02:07,1338973163791650817,RT @Lintendo_64: Having anxiety should be considered an extreme sport,2020-12-15 22:24:13,,,,United States
2020-12-16  02:07,1338973150479081480,Ex pros going into management is the worst thing to happen to the sport. Too many fans get attached to the idea of… https://t.co/lBvMDMWHcE,2020-12-15 22:24:10,,,,
2020-12-16  02:07,1338973132510654468,"RT @Nag_GGO: Respect The Art
#ArtBreedsCreativity
#WingzUp
@HEAVENRAZAH @RenaissanceHrmi @realhellrazah @HRMIGGO

Designed by #Diamondz for…",2020-12-15 22:24:06,,,,UNITED HOODS OF AMERIKKKA 
2020-12-16  02:07,1338973129415282690,@KurtSchlichter Dude I'll be your sport teacher get me a plane flight to la and I'll teach you the ways of football.,2020-12-15 22:24:05,,Tulsa,,kansas strong in Tulsa 
2020-12-16  02:07,1338973121714528257,"RT @OttoRjo67: C’mon Southend, Back2Back wins BOOM 🙈 💪🏿 🥳 I told you last week, I’m telling you again fam, the great escape is 💯% ooooooooo…",2020-12-15 22:24:03,,,,
2020-12-16  02:07,1338973120204394496,More dropped points suggests all is not right in Pep’s Kingdom https://t.co/lFKtBGlijf,2020-12-15 22:24:03,,,,"Cork, Ireland"
2020-12-16  02:07,1338973119571222528,"RT @Kwik_Fit: ⌚ Win an Apple Watch Series 6 (44mm) in day 13 of #Kwikmas courtesy of @Pirelli ⌚ 

To enter, simply RT this post, comment yo…",2020-12-15 22:24:03,,,,United Kingdom
2020-12-16  02:07,1338973118887411712,@objsextonATW @LikelyAlien @Jake_Trotter The team loses.  It’s a team sport... https://t.co/CmkVLsihXc,2020-12-15 22:24:03,,,,"Phoenix, AZ"
2020-12-16  02:07,1338973111685947393,"RT @Nag_GGO: Respect The Art
#ArtBreedsCreativity
#WingzUp
@HEAVENRAZAH @RenaissanceHrmi @realhellrazah @HRMIGGO

Designed by #Diamondz for…",2020-12-15 22:24:01,,,,UNITED HOODS OF AMERIKKKA 
2020-12-16  02:07,1338973107957141505,This is a professional sport https://t.co/eFemlMCi1H,2020-12-15 22:24:00,,,,Scotland 
2020-12-16  02:07,1338973097706262528,RT @osunaespn: Congrats to @FloydMayweather who was destined to become a first ballot Hall of Famer.  I’m sure Floyd Sr. is very proud and…,2020-12-15 22:23:58,,,,"Canastota, New York"
2020-12-16  02:07,1338973068723539968,RT @GGGBoxing: Do the best in your sport 🥊⚽️ @Cristiano @DAZNBoxing https://t.co/TcYrkkn4x2,2020-12-15 22:23:51,,,,
2020-12-16  02:07,1338973068618833920,@SheaMizer @SwiftHitter Which is why the sport is terminal,2020-12-15 22:23:51,,,,
2020-12-16  02:07,1338973066773270528,"RT @dfs_nick: NBA IS BACK at @dfs_nick which is our BEST SPORT! 👀🔥🍀 

***RT/FAV for A FREE MONTH OF NBA LINEUPS***

(Winner picked 12/12 @…",2020-12-15 22:23:50,,,,"Virginia, USA"
2020-12-16  02:07,1338973063778623496,"RT @IvyLeague: TALENT TRANSFER.

@PrincetonFTBL alum @CharlieVolker caught the eye of @USABS during its Virtual Combine &amp; looks to join Ivy…",2020-12-15 22:23:49,,,,"Princeton, NJ"
2020-12-16  02:07,1338973048406470658,RT @Teamnumero10: Live #OM #marseille #OLYMPIQUEDEMARSEILLE #football #teamom #france #ligue1 #VenteOM #foot #allezlom #soccer #velodrome #…,2020-12-15 22:23:46,,,,
2020-12-16  02:07,1338973047173287937,"@CatACor21 @bazooka_boxing I guess Haney gets to get his bag, do nothing in the sport, not defend his free belt wel… https://t.co/znU5p8jggb",2020-12-15 22:23:46,,,,"Ohio, USA"
2020-12-16  02:07,1338973044178612224,"@BulletUponWord The punk wants a fight, I'll make him regret even looking to our sport for one.",2020-12-15 22:23:45,,,,
2020-12-16  02:07,1338973036293316609,"RT @JoeAratari: Sprinting is the most athletic thing you can do. Needs to be apart of the  plan every week.

Sport coaches without S&amp;C staf…",2020-12-15 22:23:43,,,,
2020-12-16  02:07,1338973024163344384,"What’s your type? 

1. 175+
2. All
3. Sport
4. 7
5. Doesn’t matter 
6. F
7. Skinny
8. Active
9. Bad 
10. Reckless
1… https://t.co/4GZHXPe1tM",2020-12-15 22:23:40,,,,Any pronouns 
2020-12-16  02:07,1338973006685757445,RT @liikm11: Games like this proves why football is the best sport in America.,2020-12-15 22:23:36,,,,VA
2020-12-16  02:07,1338972984372064256,"RT @ThomasNursery: Our last PE lesson with @CAMCoaching before Christmas! ⚽️🏃🏼‍♀️

#PE #eyfs #nursery #eyfsnursery #physicaldevelopment #ph…",2020-12-15 22:23:31,,,,
2020-12-16  02:07,1338972979682676737,@theblerdmindpod yea that makes sense if you like the sport it makes it even easier to get into it,2020-12-15 22:23:29,,,,Quindecim 
2020-12-16  02:07,1338972958283485186,"🗣️ ""Most would have gone down and few could have blamed him""

📝 Jamie Gullan's honest naivety doesn't cost Hibs as… https://t.co/no9BhszEgm",2020-12-15 22:23:24,,,,
2020-12-16  02:07,1338972957377486854,RT @TeamThirstTrap: Soccer is a wild sport. https://t.co/ckFiwKMIIF,2020-12-15 22:23:24,,,,"Rhode Island, USA"
2020-12-16  02:07,1338972950796570628,@LWainfur @Steffan_Thomas1 @Dai_Sport_ @ospreys @ExeterChiefs @WelshRugbyUnion @OspreysSC @ospreys_women The new cause celebre is Tom Young.,2020-12-15 22:23:23,,,,"Penarth, Wales"
2020-12-16  02:07,1338972941359439872,"RT @trboxing: Congratulations to @andreward on his upcoming 2021 induction into the @BoxingHall!

Andre built an impeccable résumé in the r…",2020-12-15 22:23:20,,,,"Avon/Winona Lake, IN"
2020-12-16  02:07,1338972940084408322,Na draw man city later play? This sport is finished.,2020-12-15 22:23:20,,,,on a spaceship 
2020-12-16  02:07,1338972937429405696,@billyholland You are a good sport. 👍,2020-12-15 22:23:19,,,,"Westport, Co. Mayo"
2020-12-16  02:07,1338972932400443394,"RT @sportireland: The winner of The Irish Times Sport Ireland Sportswoman Award for April 2020 was boxer, Kellie Harrington.

In a tough ye…",2020-12-15 22:23:18,,,,Co. Armagh
2020-12-16  02:07,1338972930810798082,RT @GGGBoxing: Do the best in your sport 🥊⚽️ @Cristiano @DAZNBoxing https://t.co/TcYrkkn4x2,2020-12-15 22:23:18,,,,Small Heath
2020-12-16  02:07,1338972929644695558,"@NoraAwolowo Lexus rx 350 foreign used 7.8M
Lexus 'is' 250 foreign used 3.7M
Toyota camry 08 sport 3.1M
Dm is open,… https://t.co/JQDeYSl76o",2020-12-15 22:23:17,,,,
2020-12-16  02:07,1338972926993960962,"WATCH: Cheltenham Town manager Michael Duff after the 1-0 defeat by Bolton Wanderers 
https://t.co/stBu0pvKEW #ctfc #bwfc",2020-12-15 22:23:17,,,,Cheltenham
2020-12-16  02:07,1338972919590957066,RT @Lintendo_64: Having anxiety should be considered an extreme sport,2020-12-15 22:23:15,,,,
2020-12-16  02:07,1338972910342594562,"RT @Carl_Marston: My match report with pictures from tonight's FA Trophy 2nd round clash in Gloucester, @GCAFCofficial 4 @needhammktfc 2 ca…",2020-12-15 22:23:13,,,,"Hadleigh, England"
2020-12-16  02:07,1338972897151496193,@QueenKatarina1 So when we have to turn for hunting for food as opposed to sport and we cant cos its part of the gl… https://t.co/4gMHDz5XXj,2020-12-15 22:23:10,,,,Destination Unknown
2020-12-16  02:07,1338972894731223040,@JordanGT9 @01sleinadR @LPFE1972 @ClutchPointsNBA @RocketsNationCP @CPBetting @JHarden13 LMFAOOOOOOOOOOOOOOOOO bro… https://t.co/X6yWuuofrk,2020-12-15 22:23:09,,,,
2020-12-16  02:07,1338972887970160641,@LaSolitaire_51e @VendeeGlobe @oc_sport @Le_Figaro @SolitaireEng @JeremieBeyou @JeanLecam @desjoyeaux Yes he Cam !!,2020-12-15 22:23:08,,,,
2020-12-16  02:07,1338972871675133953,"RT @DMAC_LA: Wait a minute, did Justin Turner leave the Los Angeles Dodgers to play wide receiver for the Buffalo Bills?! Best two sport at…",2020-12-15 22:23:04,,,,"El Monte, CA"
2020-12-16  02:07,1338972867040571392,@AkumaBelial ive never been in bad sport😭😭,2020-12-15 22:23:03,,,,he/him
2020-12-16  02:07,1338972846958243843,"RT @DAYTONA: The future of the sport at the World Center of Racing 

#NextGen | #NASCAR https://t.co/LRUIAiuqMZ",2020-12-15 22:22:58,,,,
2020-12-16  02:07,1338972846098243586,"RT @SportNZ: Sport NZ has announced three new initiatives to ensure sport and recreation is safe, fair and inclusive for everyone in Aotear…",2020-12-15 22:22:58,,,,西の島の都　Fukuokarn
2020-12-16  02:07,1338972844391342086,@fionamchale Congrats Fiona! All your hard work paying off! Great step for the sport.,2020-12-15 22:22:57,,,,
2020-12-16  02:07,1338972834325028865,"RT @trboxing: Congratulations to @andreward on his upcoming 2021 induction into the @BoxingHall!

Andre built an impeccable résumé in the r…",2020-12-15 22:22:55,,,,"Canastota, New York"
2020-12-16  02:07,1338972814687297542,Having anxiety should be considered an extreme sport,2020-12-15 22:22:50,,,,United States
2020-12-16  02:07,1338972799189331970,RT @Dai_Sport_: Congrats to @JoelMakin as he stages comeback to beat @jameswillstrop 3-2 to reach @BlackBallSquash last 8. Story on @Dai_Sp…,2020-12-15 22:22:46,,,,
2020-12-16  02:07,1338972788913278976,RT @rgusport: 📣  With Aberdeen moving into Tier 3 from Friday 6pm we would like to reassure customers at this time that RGU SPORT will rema…,2020-12-15 22:22:44,,,,Aberdeen
2020-12-16  02:07,1338972779798953984,"Bets, lies and table tennis: How police pinged an international pong https://t.co/hMcDrxiF5Z",2020-12-15 22:22:42,,,,Canberra
2020-12-16  02:07,1338972771938947077,@iKissLen i love the sport,2020-12-15 22:22:40,,,,dsgc
2020-12-16  02:07,1338972745426722817,"RT @townofparadise: Each year we focus on having residents feel part of building their community. In 2021, we will continue our accessibili…",2020-12-15 22:22:34,,,,"Paradise, NL"
2020-12-16  02:07,1338972736077631494,RT @GuardianNigeria: Wolves bite back to beat Chelsea | The Guardian Nigeria News - Nigeria and World News https://t.co/tTeTdHlse9,2020-12-15 22:22:31,,,,Nigeria
2020-12-16  02:07,1338972733997191170,@DarrenJackson_ Honestly he’s an absolute helmet! These you tubers making a mockery of the sport. Boxing is losing integrity &amp; fast,2020-12-15 22:22:31,,,,
2020-12-16  02:07,1338972731467972608,@erinlovesyoga Elementary school gym teacher. By the time I was 8 I was spending 20 hours a week on the ice skating… https://t.co/evdlM96Om2,2020-12-15 22:22:30,,,,Roughing it outside the Hendey
2020-12-16  02:07,1338972721716326403,"RT @talkSPORT: ✅ ""If you can go to a retail shop and gym, you can go into a stadium.""

👎 ""Sport is being victimised.""

😡 ""Gyms can be trust…",2020-12-15 22:22:28,,,,"South East, England"
2020-12-16  02:07,1338972709477363712,"RT @sunechosafc: 🗣 Strong reaction from a furious Lee Johnson as he hits out at EFL 

⬇️ Saturday trip to Shrewsbury in doubt and Johnson s…",2020-12-15 22:22:25,,,,
2020-12-16  02:07,1338972703387217922,"@bernardoruizcom latest documentary, ""#TheInfiniteRace,""  a @30for30, premieres tonight on @espn &amp; @ESPNDeportes. M… https://t.co/ir8pvqAcLl",2020-12-15 22:22:24,,,,Mexico City/DF/El Paso
2020-12-16  02:07,1338972695002755074,"@PugilistSteve Dangerous. That's the game they playing, only takes one punch to become a carrot in this sport",2020-12-15 22:22:22,,,,
2020-12-16  02:07,1338972690997256196,RT @dartsnewschan1: Could you imagine the world champion in ANY other sport looking like this 😂 #Darts is the best 🐍 https://t.co/XF8FBBIFEe,2020-12-15 22:22:21,,,,
2020-12-16  02:07,1338972680842846209,"RT @TeamCRonaldo: Cristiano Ronaldo: “ At 33 you start to think your legs are going. I want to stay in sport, in football. People will look…",2020-12-15 22:22:18,,,,
2020-12-16  02:07,1338972660773101570,PREM: Wolves 2-1 Chelsea: 'This group has things to learn' - Frank Lampard reflects on defeat https://t.co/ZQsSuku6GK,2020-12-15 22:22:13,,,,
2020-12-16  02:07,1338972656679464960,PREM: Wolverhampton Wanderers 2-1 Chelsea: Wolves need more solutions without Raul Jimenez - Nuno Espirito Santo https://t.co/Y8Cmv3QDpm,2020-12-15 22:22:12,,,,
2020-12-16  02:07,1338972651067502594,"🗣 Strong reaction from a furious Lee Johnson as he hits out at EFL 

⬇️ Saturday trip to Shrewsbury in doubt and Jo… https://t.co/iPXrvChAfx",2020-12-15 22:22:11,,,,"Sunderland, UK"
2020-12-16  02:07,1338972641638674439,@RockstarGames i need help in getting out of bad sport. I was only in bad sport because I’m defending myself agains… https://t.co/KHyC9BQZ5K,2020-12-15 22:22:09,,,,
2020-12-16  02:07,1338972630456668163,@Kmerv77 @ChrisLeeMMA @btsportufc Get your boxing judges out of our sport!!,2020-12-15 22:22:06,,,,
2020-12-16  02:07,1338972630448287744,one of the most underrated players in the sport's history. if he was from lethbridge or whatever he'd be considered… https://t.co/M7v3dJBR0u,2020-12-15 22:22:06,,,,a state of extreme serenity
2020-12-16  02:07,1338972618964283395,"🗣 Strong reaction from a furious Lee Johnson as he hits out at EFL 

⬇️ Saturday trip to Shrewsbury in doubt and Jo… https://t.co/ptGkTpfEYQ",2020-12-15 22:22:03,,,,Sunderland
2020-12-16  02:07,1338972618263818242,RT @haikyuu_bby: having a rarepair as a comfort ship is an extreme sport,2020-12-15 22:22:03,,,,she/her | 22
2020-12-16  02:07,1338972615948398592,RT @todayng: Mikel Arteta: Arsenal not in relegation battle https://t.co/zkTN3Pidbw,2020-12-15 22:22:03,,,,
2020-12-16  02:07,1338972609342562304,TELEGRAPH SPORT: Concussion crisis fear for rugby league #TomorrowsPapersToday https://t.co/Zh8BfrFH26,2020-12-15 22:22:01,,,,Maine Rd
2020-12-16  02:07,1338972608868519937,Work in progress... Bmw m6 gt3 #TeoMartin Gran Turismo Sport https://t.co/MDCx8Oy86F,2020-12-15 22:22:01,,,,España
2020-12-16  02:07,1338972604917555200,"Mental health differed by sex, grade, team vs. individual sport, and by zip code",2020-12-15 22:22:00,,,,
2020-12-16  02:07,1338972594800910338,"I absolutely love horses, and racing, but on twitter there’s always negativity. From what I see, racing doesn’t nee… https://t.co/atqwZXLa8k",2020-12-15 22:21:58,,,,"Laois, Ireland"
2020-12-16  02:07,1338972582343831554,@wi_statebird Thanks for clarifying - I hadn't connected the dots to USOPC mandates for NGBs. Notwithstanding your… https://t.co/HqZTwSqBgM,2020-12-15 22:21:55,,,,
2020-12-16  02:07,1338972581882449923,"“They are doing great work"": Green Party Senator Vincent P Martin (brother of Green Party deputy leader Catherine M… https://t.co/7UH75hGO2Q",2020-12-15 22:21:55,,,,Ireland
2020-12-16  02:07,1338972575687315456,"@BigPatsy01 @Record_Sport I know, I sent her over",2020-12-15 22:21:53,,,,Pattaya Thailand
2020-12-16  02:07,1338972565679828992,RT @SportForLife_: Take advantage of Cultural Awareness in Youth Sport #eLearning  course = 30% off this month! Get it for only $17.45 for…,2020-12-15 22:21:51,,,,Aurora
2020-12-16  02:07,1338972547594022913,@TheColbyD That was the scariest shit I’ve ever seen watching a game in any sport live. So happy for this update.,2020-12-15 22:21:46,,Williamsburg,,"Orlando, FL"
2020-12-16  02:07,1338972545752580096,"RT @SportNZ: Sport NZ has announced three new initiatives to ensure sport and recreation is safe, fair and inclusive for everyone in Aotear…",2020-12-15 22:21:46,,,,New Zealand
2020-12-16  02:07,1338972540501258243,"I don’t know why we keep pretending like any pro sport will actually have a “champion” 

This isn’t how u conduct P… https://t.co/fAuoWDJKB6",2020-12-15 22:21:45,,Laguna Beach,,laguna chills 
2020-12-16  02:07,1338972534587396101,Check out what I found. M&amp;amp;S HIGH Impact SPORT BRA Underwired UK38B EU85B BNWT RRP£25 Black Mx https://t.co/AVttMjJoeL via @eBay_UK,2020-12-15 22:21:43,,,,
2020-12-16  02:07,1338972534398726146,is buying trucks a fucking sport in this family ong,2020-12-15 22:21:43,,,,she/her
2020-12-16  02:07,1338972519966052352,@poisonsky23 @LynnHildebrandt @EvanAKilgore Lol golf? You mean the sport where you swing a stick once every twenty… https://t.co/aXz0PaI4cU,2020-12-15 22:21:40,,,,
2020-12-16  02:07,1338972513917837314,"Well done @WeCOACH TEAM &amp; @hudl on the FANTASTIC #BreakThroughSummit &amp; @LaChinaRobinson for being a great emcee, yo… https://t.co/qgPioDJehx",2020-12-15 22:21:38,,,,"University of Minnesota,  USA"
2020-12-16  02:07,1338972507957694464,Haven't played gta In Weeks and I spawned in bad sport tf,2020-12-15 22:21:37,,,,he/nigga 18
2020-12-16  02:07,1338972497362956289,"Totilas ist tot
https://t.co/SC3q8kjBJq",2020-12-15 22:21:34,,,,"#Meinung, #Kunst, #Satire "
2020-12-16  02:07,1338972491234983937,Mikel Arteta: Arsenal not in relegation battle https://t.co/zkTN3Pidbw,2020-12-15 22:21:33,,,,
2020-12-16  02:07,1338972489494360065,Fabian Coulthard makes switch to Team Sydney for 2021 Supercars season https://t.co/lZakcQa4TH https://t.co/vb51fhjLyW,2020-12-15 22:21:33,,,,New Zealand
2020-12-16  02:07,1338972487841841152,"RT @easyjanjansen: Skyfall: It is a game style flappy bird. How to play: For playing this game, you can use touch in mobile devices… https:…",2020-12-15 22:21:32,,,,Global
2020-12-16  02:07,1338972484301959180,RT @sitinanu: looks like sport journalists are now at the helm of reporting the ethiopian war. ahem** because why not?! 😂 https://t.co/dPix…,2020-12-15 22:21:31,,,,
2020-12-16  02:07,1338972476303429638,"RT @Nag_GGO: Respect The Art
#ArtBreedsCreativity
#WingzUp
@HEAVENRAZAH @RenaissanceHrmi @realhellrazah @HRMIGGO

Designed by #Diamondz for…",2020-12-15 22:21:29,,,,"Connecticut, USA"
2020-12-16  02:07,1338972472192937985,"RT @SportForLife_: At its essence, #QualitySport and physical activity is achieved when good people do the right thing at the right times.…",2020-12-15 22:21:28,,,,Aurora
2020-12-16  02:07,1338972470137729027,"His app here https://t.co/AbfXuPPR4W i have downloaded it and although designed for sport, it is so transferable fo… https://t.co/CWyZFHZYrB",2020-12-15 22:21:28,,,,Derby
2020-12-16  02:07,1338972463963787265,@theMadridZone I think you are watching the wrong sport then,2020-12-15 22:21:26,,,,Nederland
2020-12-16  02:07,1338972461120020482,"Two great, late saves but the questions about Manchester City are starting to mount. https://t.co/wjtUBhZJej",2020-12-15 22:21:26,,,,manchester
2020-12-16  02:07,1338972457399689216,"One wonders why Germany has commandeered disused airports, sport stadiums etc for this purpose. And we are faffing… https://t.co/wzEplqXNWL",2020-12-15 22:21:25,,,,"Beckenham, England"
2020-12-16  02:07,1338972453620551686,"RT @Nag_GGO: Respect The Art
#ArtBreedsCreativity
#WingzUp
@HEAVENRAZAH @RenaissanceHrmi @realhellrazah @HRMIGGO

Designed by #Diamondz for…",2020-12-15 22:21:24,,,,"Connecticut, USA"
2020-12-16  02:07,1338972448327430144,The way Driver's voiced there opinions then had  Major Impact in the long Run. And I say it was in a positive.… https://t.co/K4RNb6z1Ft,2020-12-15 22:21:23,,,,
2020-12-16  02:07,1338972448100855811,The day Vinicius stops relaxing his hair and grows it natural is the day he’ll truly prosper in this sport. He ain’… https://t.co/M34BfKS46x,2020-12-15 22:21:23,,,,North East London
2020-12-16  02:07,1338972447081713669,@NASCARonNBC ask @DaleJarrett and @DaleJr to watch the 2005 UAW-FORD 500. This Race had a major impact on Nascar. E… https://t.co/3nu1MJM3N9,2020-12-15 22:21:22,,,,
2020-12-16  02:07,1338972446054109185,Eating salad without salad dressing should be a sport 🙄,2020-12-15 22:21:22,,,,
2020-12-16  02:07,1338972444447694849,RT @SheikhU00484374: Shame word bht he chota hy pmc k lia pta ni hmare mulk me ho kia rha hy calculated marks se bhi km marks aye hn or ye…,2020-12-15 22:21:22,,,,
2020-12-16  02:07,1338972436281368576,RT @herald_sport: Plenty to cheer for Jones in virtual challenge - https://t.co/WN3oipZLOU,2020-12-15 22:21:20,,,,Stratford upon Avon
2020-12-16  02:07,1338972435119484929,@misterkovaleski @G_Wimb You don’t realize what Hokie football means for people. And not even touching the emotiona… https://t.co/HNNDQFPC92,2020-12-15 22:21:20,,,,"Richmond, VA"
2020-12-16  02:07,1338972431697014789,"RT @Nag_GGO: Respect The Art
#ArtBreedsCreativity
#WingzUp
@HEAVENRAZAH @RenaissanceHrmi @realhellrazah @HRMIGGO

Designed by #Diamondz for…",2020-12-15 22:21:19,,,,"Connecticut, USA"
2020-12-16  02:07,1338972421932478466,"Man City held to home draw by lowly West Brom
https://t.co/YmJ5SyCoIZ  https://t.co/YmJ5SyCoIZ",2020-12-15 22:21:16,,,,"Kuala Lumpur, Malaysia"
2020-12-16  02:07,1338972416333189120,Notts County 1-0 Stockport County. https://t.co/cIhe5Q1ng5 #Manchester #News,2020-12-15 22:21:15,,,,"Albert Square, Manchester UK"
2020-12-16  02:07,1338972416282914823,Manchester City 1-1 West Brom: Pep Guardiola's side held to frustrating draw. https://t.co/9AJxXn1IgG #Manchester #News,2020-12-15 22:21:15,,,,"Albert Square, Manchester UK"
2020-12-16  02:07,1338972395709804546,"Haven’t watched any sport tonight. Boo’s at Cambridge, Bournemouth fighting one another and the grinch at the darts. 

And city drew 1-1 🧐",2020-12-15 22:21:10,,,,"Halifax, England"
2020-12-16  02:07,1338972369071689730,"RT @the_daily_skier: No Norwegians And Swedes?  Bad For Sport, Excellent For Popularity https://t.co/XLZnBjSS0S via @the_daily_skier",2020-12-15 22:21:04,,,,
2020-12-16  02:07,1338972367608045569,Women's Sport Outdoor Hooded Jackets #weightlifting #bodybuilding https://t.co/LEyliNqU0U https://t.co/bij622gUJ5,2020-12-15 22:21:03,,,,
2020-12-16  02:07,1338972364386820100,A beautiful handbound Stamford #notebook and a #Kaweco classic Sport fountain pen; just two of the fabulous… https://t.co/hxpI9ANUBd,2020-12-15 22:21:03,,,,
2020-12-16  02:07,1338972360741937152,RT @Glasgow_Times: In pictures: Scots darts star Peter Wright opens World Championship defence dressed as The Grinch https://t.co/kPLIag1Lhw,2020-12-15 22:21:02,,,,
2020-12-16  02:07,1338972360146358273,"We are so excited to ring in the New Year with the return of our indoor soccer leagues! 🙌

⚽ Adult and youth league… https://t.co/JLwzk4axQp",2020-12-15 22:21:02,,,,"Gilbert, AZ"
2020-12-16  02:07,1338972357168402433,"RT @EdmundB30671419: @YardleyShooting @BBC I gave up on BBC comedy in 2016. Drama went in 2017 &amp; news &amp; factual soon after that. Finally, t…",2020-12-15 22:21:01,,,,
2020-12-16  02:07,1338972354509156354,RT @Nick_Buonocore: Let’s be honest...There’s NO MONEY to be made encouraging kids to play multiple sports &amp; be well rounded ATHLETES. The…,2020-12-15 22:21:00,,,,
2020-12-16  02:07,1338972351887708161,Who was your MOTM? #watfordfc https://t.co/zuXdjS9cQB,2020-12-15 22:21:00,,,,"Watford, England"
2020-12-16  02:07,1338972346275729409,"RT @MSSEonline: Aerobic Exercise for Sport-related Concussion: A Systematic Review and Meta-analysis | By Pierre Langevin and colleagues
ht…",2020-12-15 22:20:58,,,,"Monterrey, Nuevo León"
2020-12-16  02:07,1338972340600909825,RT @RonnieMooreBass: People: “Anglers should shoot video all the time. It’s valuable content that can raise our sport of bass fishing to hi…,2020-12-15 22:20:57,,,,
